fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,quality
7.6,0.26,0.47,1.6,68.0,5.0,55.0,9.944,3.1,0.45,9.6,white,5.0
7.6,0.21,0.44,1.9,36.0,10.0,119.0,9.913,3.01,0.7,12.8,white,6.0
6.9,0.25,0.26,5.2,24.0,36.0,135.0,9.948,3.16,0.72,10.7,white,7.0
7.1,0.26,0.32,14.45,74.0,29.0,107.0,998.0,2.96,0.42,9.2,white,6.0
7.3,0.22,0.4,14.75,42.0,44.5,129.5,9.998,3.36,0.41,9.1,white,7.0
6.2,0.37,0.22,8.3,25.0,36.0,216.0,9.964,3.33,0.6,9.6,white,6.0
7.9,0.22,0.45,14.2,38.0,53.0,141.0,9.992,3.03,0.46,9.2,white,6.0
6.9,0.25,0.26,5.2,24.0,36.0,135.0,9.948,3.16,0.72,10.7,white,7.0
7.3,0.22,0.4,14.75,42.0,44.5,129.5,9.998,3.36,0.41,9.1,white,7.0
7.1,0.26,0.32,14.45,74.0,29.0,107.0,998.0,2.96,0.42,9.2,white,6.0
7.4,0.25,0.37,6.9,0.02,14.0,93.0,9.939,3.0,0.48,10.7,white,7.0
6.8,0.18,0.37,1.5,27.0,37.0,93.0,992.0,3.3,0.45,10.8,white,6.0
7.0,0.17,0.37,1.5,28.0,26.0,75.0,9.922,3.3,0.46,10.8,white,7.0
6.4,0.3,0.38,7.8,46.0,35.0,192.0,9.955,3.1,0.37,9,white,5.0
5.0,0.33,0.16,1.5,49.0,10.0,97.0,9.917,3.48,0.44,10.7,white,6.0
5.0,0.33,0.16,1.5,49.0,10.0,97.0,9.917,3.48,0.44,10.7,white,6.0
8.9,0.33,0.32,1.5,47.0,11.0,200.0,9.954,3.19,0.46,9.4,white,5.0
7.0,0.26,0.46,15.55,37.0,61.0,171.0,9.986,2.94,0.35,8.8,white,6.0
6.4,0.3,0.38,7.8,46.0,35.0,192.0,9.955,3.1,0.37,9,white,5.0
6.3,0.21,0.4,1.7,31.0,48.0,134.0,9.917,3.42,0.49,11.5,white,6.0
8.0,0.23,0.46,1.5,0.03,30.0,125.0,9.907,3.23,0.47,12.5,white,6.0
9.2,6.720000000000001,0.41,1.0,42.0,14.0,59.0,9.922,2.96,0.25,10.5,white,6.0
7.3,0.27,0.39,6.7,64.0,28.0,188.0,9.958,3.29,0.3,9.7,white,5.0
7.6,0.32,0.36,1.6,0.04,32.0,155.0,993.0,3.23,0.52,11.3,white,6.0
5.0,0.33,0.16,1.5,49.0,10.0,97.0,9.917,3.48,0.44,10.7,white,6.0
9.7,0.24,0.45,1.2,33.0,11.0,59.0,9.926,2.74,0.47,10.8,white,6.0
None,0.28,0.42,7.1,45.0,41.0,169.0,9.959,3.17,0.43,10.6,white,5.0
8.2,0.37,0.36,1.0,34.0,17.0,93.0,9.906,3.04,0.32,11.7,white,8.0
8.0,0.61,0.38,12.1,301.0,24.0,220.0,9.993,2.94,0.48,9.2,white,5.0
7.2,0.26,0.44,7.1,27.0,25.0,126.0,993.0,3.02,0.34,11.1,white,8.0
8.2,0.37,0.36,1.0,34.0,17.0,93.0,9.906,3.04,0.32,11.7,white,8.0
6.4,0.23,0.33,1.15,44.0,15.5,217.5,992.0,3.33,0.44,11,white,6.0
5.9,0.4,0.32,6.0,34.0,50.0,127.0,992.0,3.51,0.58,12.5,white,7.0
7.6,0.28,0.39,1.2,38.0,21.0,115.0,994.0,3.16,0.67,10,white,6.0
8.0,0.28,0.42,7.1,45.0,41.0,169.0,9.959,3.17,0.43,10.6,white,5.0
7.2,0.23,0.39,2.3,33.0,29.0,102.0,9.908,3.26,0.54,12.3,white,7.0
6.8,0.32,0.37,3.4,23.0,19.0,87.0,9.902,3.14,0.53,12.7,white,6.0
7.2,0.23,0.39,2.3,33.0,29.0,102.0,9.908,3.26,0.54,12.3,white,7.0
6.9,0.18,0.38,6.5,39.0,20.0,110.0,9.943,3.1,0.42,10.5,white,5.0
9.4,0.26,0.53,1.2,47.0,25.0,109.0,9.921,3.23,0.28,12.5,white,6.0
8.3,0.33,0.42,1.15,33.0,18.0,96.0,9.911,3.2,0.32,12.4,white,3.0
7.3,0.29,0.3,13.0,43.0,46.0,238.0,9.986,3.06,0.41,8.7,white,6.0
7.9,0.41,0.37,4.5,0.03,40.0,114.0,992.0,3.17,0.54,12.4,white,7.0
7.9,0.44,0.37,5.85,33.0,27.0,93.0,992.0,3.16,0.54,12.6,white,7.0
7.7,0.39,0.3,5.2,37.0,29.0,131.0,9.943,3.38,0.44,11,white,6.0
7.7,0.26,0.31,1.3,43.0,47.0,155.0,9.937,3.42,0.5,10.1,white,6.0
7.8,0.32,0.31,1.7,36.0,46.0,195.0,993.0,3.03,0.48,10.5,white,5.0
6.8,0.32,0.37,3.4,23.0,19.0,87.0,9.902,3.14,0.53,12.7,white,6.0
7.3,0.24,0.39,3.6,24.0,35.0,116.0,9.928,3.17,0.51,10.9,white,5.0
7.1,0.44,0.37,2.7,41.0,35.0,128.0,9.896,3.07,0.43,13.5,white,7.0
10.3,0.25,0.48,2.2,42.0,28.0,164.0,998.0,3.19,0.59,9.7,white,5.0
7.9,0.14,0.28,1.8,41.0,44.0,178.0,9.954,3.45,0.43,9.2,white,6.0
7.4,0.18,0.42,2.1,36.0,33.0,187.0,9.938,3.4,0.41,10.6,white,7.0
8.1,0.43,0.42,6.6,33.0,36.0,141.0,9.918,2.98,0.39,13.3,white,7.0
7.1,0.44,0.37,2.7,41.0,35.0,128.0,9.896,3.07,0.43,13.5,white,7.0
6.4,0.26,0.22,5.1,37.0,23.0,131.0,9.944,3.29,0.32,10.1,white,5.0
8.0,0.66,0.72,17.55,42.0,62.0,233.0,9.999,2.92,0.68,9.4,white,4.0
8.0,0.2,0.4,5.2,55.0,41.0,167.0,9.953,3.18,0.4,10.6,white,7.0
7.2,0.21,0.34,1.1,46.0,25.0,80.0,992.0,3.25,0.4,11.3,white,6.0
7.2,0.18,0.31,1.1,45.0,20.0,73.0,9.925,3.32,0.4,10.8,white,7.0
8.4,0.57,0.44,10.7,51.0,46.0,195.0,9.981,3.15,0.51,10.4,white,5.0
5.3,0.26,0.23,5.15,34.0,48.0,160.0,9.952,3.82,0.51,10.5,white,7.0
5.7,245.0,0.33,1.1,49.0,28.0,150.0,9.927,3.13,0.42,9.3,white,5.0
5.6,245.0,0.32,1.1,47.0,24.0,152.0,9.927,3.12,0.42,9.3,white,6.0
7.3,0.25,0.41,1.8,37.0,52.0,165.0,9.911,3.29,0.39,12.2,white,7.0
7.0,0.16,0.73,1.0,138.0,58.0,150.0,9.936,3.08,0.3,9.2,white,5.0
6.4,0.22,0.34,1.8,57.0,29.0,104.0,9.959,3.81,0.57,10.3,white,6.0
7.3,0.18,0.65,1.4,46.0,28.0,157.0,9.946,3.33,0.62,9.4,white,6.0
6.4,0.17,0.27,6.7,36.0,88.0,223.0,9.948,3.28,0.35,10.2,white,6.0
6.9,0.29,0.16,6.8,34.0,65.0,212.0,9.955,3.08,0.39,9,white,6.0
6.2,0.21,0.38,6.8,36.0,64.0,245.0,9.951,3.06,0.36,9.3,white,6.0
6.4,0.23,0.3,7.1,37.0,63.0,236.0,9.952,3.06,0.34,9.2,white,6.0
7.3,0.19,0.68,1.5,0.05,31.0,156.0,9.946,3.32,0.64,9.4,white,6.0
7.3,0.18,0.65,1.4,46.0,28.0,157.0,9.946,3.33,0.62,9.4,white,6.0
9.6,0.29,0.46,1.45,39.0,77.5,223.0,9.944,2.92,0.46,9.5,white,6.0
7.2,0.14,0.35,1.2,36.0,15.0,73.0,9.938,3.46,0.39,9.9,white,5.0
6.9,0.31,0.34,7.4,59.0,36.0,174.0,9.963,3.46,0.62,11.1,white,7.0
7.5,0.28,0.34,4.2,28.0,36.0,116.0,991.0,2.99,0.41,12.3,white,8.0
8.0,0.22,0.42,14.6,44.0,45.0,163.0,1.2003,3.21,0.69,8.6,white,7.0
7.6,0.31,0.29,10.5,0.04,21.0,145.0,9.966,3.04,0.35,9.4,white,5.0
8.4,0.35,0.56,13.8,48.0,55.0,190.0,9.993,3.07,0.58,9.4,white,6.0
8.0,0.22,0.42,14.6,44.0,45.0,163.0,1.2003,3.21,0.69,8.6,white,7.0
8.1,0.5,0.47,1.1,37.0,23.0,126.0,9.938,3.21,0.42,10.9,white,5.0
7.0,0.39,0.31,5.3,169.0,32.0,162.0,9.965,3.2,0.48,9.4,white,5.0
8.1,0.5,0.47,1.1,37.0,23.0,126.0,9.938,3.21,0.42,10.9,white,5.0
8.4,0.35,0.56,13.8,48.0,55.0,190.0,9.993,3.07,0.58,9.4,white,6.0
6.2,0.22,0.27,1.5,64.0,20.0,132.0,9.938,3.22,0.46,9.2,white,6.0
8.0,0.22,0.42,14.6,44.0,45.0,163.0,1.2003,3.21,0.69,8.6,white,7.0
7.6,0.31,0.29,10.5,0.04,21.0,145.0,9.966,3.04,0.35,9.4,white,5.0
7.0,0.24,0.36,4.9,83.0,10.0,133.0,9.942,3.33,0.37,10.8,white,6.0
6.6,0.27,0.3,1.9,25.0,14.0,153.0,9.928,3.29,0.62,10.5,white,6.0
7.8,0.16,0.41,1.7,26.0,29.0,140.0,991.0,3.02,0.78,12.5,white,6.0
7.7,0.27,0.34,1.8,28.0,26.0,168.0,9.911,2.99,0.48,12.1,white,7.0
7.4,0.31,0.74,10.7,39.0,51.0,147.0,9.977,3.02,0.43,8.7,white,5.0
8.0,0.45,0.36,8.8,26.0,50.0,151.0,9.927,3.07,0.25,12.7,white,8.0
7.7,0.27,0.34,1.8,28.0,26.0,168.0,9.911,2.99,0.48,12.1,white,7.0
7.8,0.16,0.41,1.7,26.0,29.0,140.0,991.0,3.02,0.78,12.5,white,6.0
6.6,0.16,0.29,1.8,0.05,40.0,147.0,9.912,3.06,0.44,11.4,white,7.0
8.3,0.21,0.4,1.6,32.0,35.0,110.0,9.907,3.02,0.6,12.9,white,7.0
7.2,0.32,0.33,1.4,29.0,29.0,109.0,9.902,3.15,0.51,12.8,white,7.0
6.6,0.16,0.3,1.6,34.0,15.0,78.0,992.0,3.38,0.44,11.2,white,6.0
8.4,0.16,0.33,1.5,33.0,16.0,98.0,994.0,3.14,0.42,9.7,white,6.0
7.5,0.23,0.32,9.2,38.0,54.0,191.0,9.966,3.04,0.56,9.7,white,6.0
6.2,0.17,0.3,1.1,37.0,14.0,79.0,993.0,3.5,0.54,10.3,white,6.0
6.9,0.39,0.22,4.3,0.03,10.0,102.0,993.0,3.0,0.87,11.6,white,4.0
6.9,0.41,0.22,4.2,31.0,10.0,102.0,993.0,3.0,0.86,11.6,white,4.0
7.5,0.23,0.32,9.2,38.0,54.0,191.0,9.966,3.04,0.56,9.7,white,6.0
7.5,0.38,0.33,5.0,45.0,30.0,131.0,9.942,3.32,0.44,10.9,white,6.0
7.3,0.42,0.38,6.8,45.0,29.0,122.0,9.925,3.19,0.37,12.6,white,7.0
7.3,0.34,0.39,5.2,0.04,45.0,163.0,9.925,3.3,0.47,12.4,white,6.0
7.8,0.23,0.28,4.75,42.0,45.0,166.0,9.928,2.96,0.4,11.5,white,5.0
9.0,245.0,0.38,5.9,45.0,52.0,159.0,995.0,2.93,0.35,10.2,white,6.0
6.9,0.2,0.4,7.7,32.0,51.0,176.0,9.939,3.22,0.27,11.4,white,5.0
7.4,0.19,0.42,6.4,67.0,39.0,212.0,9.958,3.3,0.33,9.6,white,6.0
8.2,0.2,0.36,8.1,35.0,60.0,163.0,9.952,3.05,0.3,10.3,white,6.0
8.0,0.59,0.71,17.35,38.0,61.0,228.0,1.0,2.95,0.75,9.3,white,5.0
7.9,0.14,0.45,1.8,0.05,17.0,114.0,9.948,3.33,0.49,10.7,white,7.0
6.8,0.24,0.4,1.8,47.0,34.0,105.0,0.99,3.13,0.49,12.8,white,8.0
9.7,0.14,0.59,1.5,49.0,23.0,142.0,9.958,2.98,0.62,9.5,white,5.0
9.2,0.15,0.68,1.6,46.0,22.0,130.0,9.948,3.02,0.45,10.4,white,6.0
9.4,0.17,0.55,1.6,49.0,14.0,94.0,9.949,3.02,0.61,10.3,white,6.0
5.2,365.0,0.08,13.5,41.0,37.0,142.0,997.0,3.46,0.39,9.9,white,6.0
6.3,0.23,0.22,3.75,39.0,37.0,116.0,9.927,3.23,0.5,10.7,white,6.0
9.6,0.25,0.54,1.3,0.04,16.0,160.0,9.938,2.94,0.43,10.5,white,5.0
9.2,0.32,0.42,1.3,46.0,14.0,186.0,9.949,3.08,0.48,9.6,white,5.0
6.4,0.31,0.4,6.2,0.04,46.0,169.0,9.953,3.15,0.46,9.3,white,6.0
8.1,0.2,0.36,9.7,44.0,63.0,162.0,997.0,3.1,0.46,10,white,6.0
7.9,255.0,0.26,2.0,26.0,40.0,190.0,9.932,3.04,0.39,11.2,white,6.0
7.0,0.15,0.34,1.4,39.0,21.0,177.0,9.927,3.32,0.62,10.8,white,5.0
6.4,0.15,0.31,1.1,44.0,25.0,96.0,9.932,3.54,0.51,10.3,white,6.0
6.4,0.25,0.53,6.6,38.0,59.0,234.0,9.955,3.03,0.42,8.8,white,5.0
7.6,0.19,0.42,1.5,44.0,6.0,114.0,9.914,3.04,0.74,12.8,white,6.0
7.3,0.43,0.37,4.6,28.0,17.0,114.0,991.0,3.23,0.43,13.2,white,6.0
5.1,0.31,0.3,0.9,37.0,28.0,152.0,992.0,3.54,0.56,10.1,white,6.0
6.2,0.2,0.26,1.7,93.0,40.0,161.0,9.924,3.44,0.66,11,white,5.0
6.9,0.16,0.35,1.3,43.0,21.0,182.0,9.927,3.25,0.62,10.8,white,6.0
7.7,0.32,0.48,2.3,0.04,28.0,114.0,9.911,3.2,0.52,12.8,white,7.0
6.5,0.22,0.72,6.8,42.0,33.0,168.0,9.958,3.12,0.36,9.2,white,6.0
6.8,0.26,0.33,1.5,47.0,44.0,167.0,9.928,3.12,0.44,10.5,white,6.0
5.2,0.37,0.33,1.2,28.0,13.0,81.0,9.902,3.37,0.38,11.7,white,6.0
8.4,0.19,0.43,2.1,52.0,20.0,104.0,994.0,2.85,0.46,9.5,white,5.0
8.3,0.21,0.41,2.2,0.05,24.0,108.0,994.0,2.85,0.45,9.5,white,5.0
6.8,0.15,0.32,8.8,58.0,24.0,110.0,9.972,3.4,0.4,8.8,white,6.0
7.9,0.16,0.64,17.0,0.05,69.0,210.0,1.2004,3.15,0.51,9.3,white,7.0
7.8,0.21,0.39,1.8,34.0,62.0,180.0,991.0,3.09,0.75,12.6,white,8.0
9.0,0.24,0.5,1.2,48.0,26.0,107.0,9.918,3.21,0.34,12.4,white,6.0
5.7,0.21,0.24,2.3,47.0,60.0,189.0,995.0,3.65,0.72,10.1,white,6.0
7.8,0.29,0.36,7.0,42.0,38.0,161.0,9.941,3.26,0.37,11.2,white,8.0
6.7,0.18,0.3,6.4,48.0,40.0,251.0,9.956,3.29,0.52,10,white,5.0
6.7,0.18,0.3,6.4,48.0,40.0,251.0,9.956,3.29,0.52,10,white,5.0
8.4,0.58,0.27,12.15,33.0,37.0,116.0,9.959,2.99,0.39,10.8,white,6.0
7.2,0.16,0.32,0.8,0.04,50.0,121.0,9.922,3.27,0.33,10,white,6.0
7.6,0.54,0.23,2.0,29.0,13.0,151.0,9.931,3.04,0.33,10.4,white,5.0
8.4,0.58,0.27,12.15,33.0,37.0,116.0,9.959,2.99,0.39,10.8,white,6.0
None,0.25,0.31,12.4,59.0,52.0,181.0,9.984,3.51,0.47,9.8,white,6.0
7.3,0.23,0.37,1.9,41.0,51.0,165.0,9.908,3.26,0.4,12.2,white,8.0
7.3,0.39,0.37,1.1,43.0,36.0,113.0,991.0,3.39,0.48,12.7,white,8.0
7.0,0.46,0.39,6.2,39.0,46.0,163.0,9.928,3.21,0.35,12.2,white,7.0
8.2,0.35,0.4,6.3,39.0,35.0,162.0,9.936,3.15,0.34,11.9,white,7.0
7.8,0.29,0.36,7.0,42.0,38.0,161.0,9.941,3.26,0.37,11.2,white,8.0
9.2,0.35,0.39,0.9,42.0,15.0,61.0,9.924,2.96,0.28,10.4,white,4.0
8.0,0.57,0.39,3.9,34.0,22.0,122.0,9.917,3.29,0.67,12.8,white,7.0
6.5,0.37,0.33,3.9,27.0,40.0,130.0,9.906,3.28,0.39,12.7,white,7.0
5.7,0.21,0.24,2.3,47.0,60.0,189.0,995.0,3.65,0.72,10.1,white,6.0
6.7,0.18,0.3,6.4,48.0,40.0,251.0,9.956,3.29,0.52,10,white,5.0
7.8,0.13,0.3,1.8,0.04,43.0,179.0,9.955,3.43,0.41,9,white,5.0
7.6,0.19,0.41,1.1,0.04,38.0,143.0,9.907,2.92,0.42,11.4,white,5.0
7.3,0.22,0.41,15.4,0.05,55.0,191.0,1.0,3.32,0.59,8.9,white,6.0
6.3,0.29,0.4,6.5,39.0,43.0,167.0,9.953,3.15,0.44,9.3,white,6.0
6.8,0.35,0.32,2.4,48.0,35.0,103.0,9.911,3.28,0.46,12,white,8.0
6.5,0.19,0.32,1.4,0.04,31.0,132.0,9.922,3.36,0.54,10.8,white,7.0
6.2,0.12,0.26,5.7,44.0,56.0,158.0,9.951,3.52,0.37,10.5,white,6.0
6.0,0.13,0.28,5.7,38.0,56.0,189.5,9.948,3.59,0.43,10.6,white,7.0
6.4,0.25,0.33,1.4,0.04,42.0,115.0,9.906,3.19,0.48,11.3,white,7.0
6.9,0.32,0.16,1.4,51.0,15.0,96.0,994.0,3.22,0.38,9.5,white,4.0
7.6,0.19,0.41,1.1,0.04,38.0,143.0,9.907,2.92,0.42,11.4,white,5.0
6.7,0.13,0.28,1.2,46.0,35.0,140.0,9.927,3.33,0.33,10.1,white,7.0
7.0,0.14,0.41,0.9,37.0,22.0,95.0,9.914,3.25,0.43,10.9,white,6.0
7.6,0.27,0.24,3.8,58.0,19.0,115.0,9.958,3.15,0.45,8.9,white,5.0
7.3,0.22,0.41,15.4,0.05,55.0,191.0,1.0,3.32,0.59,8.9,white,6.0
7.4,0.64,0.47,14.15,168.0,42.0,185.0,9.984,2.9,0.49,9.3,white,5.0
7.6,0.28,0.39,1.9,52.0,23.0,116.0,9.941,3.25,0.4,10.4,white,6.0
8.3,0.26,0.41,9.2,42.0,41.0,162.0,9.944,3.1,0.38,12,white,7.0
10.7,0.22,0.56,8.2,44.0,37.0,181.0,998.0,2.87,0.68,9.5,white,6.0
10.7,0.22,0.56,8.2,44.0,37.0,181.0,998.0,2.87,0.68,9.5,white,6.0
6.9,0.23,0.34,2.7,32.0,24.0,121.0,9.902,3.14,0.38,12.4,white,7.0
6.2,0.3,0.32,1.7,32.0,30.0,130.0,9.911,3.28,0.41,11.2,white,7.0
6.9,0.27,0.41,1.7,47.0,6.0,134.0,9.929,3.15,0.69,11.4,white,6.0
6.9,0.28,0.41,1.7,0.05,10.0,136.0,993.0,3.16,0.71,11.4,white,6.0
None,0.28,0.3,1.6,47.0,46.0,132.0,9.918,3.35,0.38,11.1,white,7.0
6.9,0.46,0.2,0.9,54.0,5.0,126.0,992.0,3.1,0.42,10.4,white,6.0
6.9,0.38,0.32,8.5,44.0,36.0,152.0,9.932,3.38,0.35,12,white,7.0
5.7,0.43,0.3,5.7,39.0,24.0,98.0,992.0,3.54,0.61,12.3,white,7.0
6.6,0.56,0.16,3.1,45.0,28.0,92.0,994.0,3.12,0.35,9.1,white,6.0
7.1,0.36,0.56,1.3,46.0,25.0,102.0,9.923,3.24,0.33,10.5,white,6.0
6.8,0.23,0.4,1.6,47.0,5.0,133.0,993.0,3.23,0.7,11.4,white,6.0
6.2,0.33,0.29,1.3,42.0,26.0,138.0,9.956,3.77,0.64,9.5,white,5.0
5.6,0.49,0.13,4.5,39.0,17.0,116.0,9.907,3.42,0.9,13.7,white,7.0
6.6,0.42,0.33,2.8,34.0,15.0,85.0,0.99,3.28,0.51,13.4,white,6.0
7.3,0.18,0.29,1.2,44.0,12.0,143.0,9.918,3.2,0.48,11.3,white,7.0
8.1,0.19,0.4,0.9,37.0,73.0,180.0,9.926,3.06,0.34,10,white,6.0
5.9,0.19,0.26,7.4,34.0,33.0,123.0,995.0,3.49,0.42,10.1,white,6.0
6.2,0.16,0.47,1.4,29.0,23.0,81.0,0.99,3.26,0.42,12.2,white,6.0
6.6,0.42,0.33,2.8,34.0,15.0,85.0,0.99,3.28,0.51,13.4,white,6.0
5.7,135.0,0.3,4.6,42.0,19.0,101.0,9.946,3.31,0.42,9.3,white,6.0
5.6,0.49,0.13,4.5,39.0,17.0,116.0,9.907,3.42,0.9,13.7,white,7.0
6.9,0.19,0.33,1.6,39.0,27.0,98.0,9.898,3.09,0.46,12.3,white,7.0
7.3,0.18,0.29,1.2,44.0,12.0,143.0,9.918,3.2,0.48,11.3,white,7.0
7.3,0.25,0.36,13.1,0.05,35.0,200.0,9.986,3.04,0.46,8.9,white,7.0
7.3,0.25,0.36,13.1,0.05,35.0,200.0,9.986,3.04,0.46,8.9,white,7.0
7.0,0.2,0.34,5.7,35.0,32.0,83.0,9.928,3.19,0.46,11.5,white,6.0
7.3,0.25,0.36,13.1,0.05,35.0,200.0,9.986,3.04,0.46,8.9,white,7.0
6.3,0.67,0.48,12.6,52.0,57.0,222.0,9.979,3.17,0.52,9.3,white,6.0
7.4,0.4,0.29,5.4,44.0,31.0,122.0,994.0,3.3,0.5,11.1,white,8.0
7.1,0.26,0.31,2.2,44.0,29.0,128.0,9.937,3.34,0.64,10.9,white,8.0
9.0,0.31,0.48,6.6,43.0,11.0,73.0,9.938,2.9,0.38,11.6,white,5.0
6.3,0.39,0.24,6.9,69.0,9.0,117.0,9.942,3.15,0.35,10.2,white,4.0
8.2,0.22,0.36,6.8,34.0,12.0,90.0,9.944,3.01,0.38,10.5,white,8.0
7.1,0.19,0.28,3.6,33.0,16.0,78.0,993.0,2.91,0.78,11.4,white,6.0
7.3,0.25,0.36,13.1,0.05,35.0,200.0,9.986,3.04,0.46,8.9,white,7.0
7.9,0.2,0.34,1.2,0.04,29.0,118.0,9.932,3.14,0.41,10.6,white,6.0
7.1,0.26,0.32,5.9,37.0,39.0,97.0,9.934,3.31,0.4,11.6,white,6.0
7.0,0.2,0.34,5.7,35.0,32.0,83.0,9.928,3.19,0.46,11.5,white,6.0
6.9,0.3,0.33,4.1,35.0,26.0,155.0,9.925,3.25,0.79,12.3,white,8.0
8.1,0.29,0.49,7.1,42.0,22.0,124.0,9.944,3.14,0.41,10.8,white,6.0
5.8,0.17,0.3,1.4,37.0,55.0,130.0,9.909,3.29,0.38,11.3,white,6.0
5.9,415.0,0.02,0.8,38.0,22.0,63.0,9.932,3.36,0.36,9.3,white,5.0
6.6,0.23,0.26,1.3,45.0,16.0,128.0,9.934,3.36,0.6,10,white,6.0
8.6,0.55,0.35,15.55,57.0,35.5,366.5,1.2001,3.04,0.63,11,white,3.0
6.9,0.35,0.74,1.0,44.0,18.0,132.0,992.0,3.13,0.55,10.2,white,5.0
7.6,0.14,0.74,1.6,0.04,27.0,103.0,9.916,3.07,0.4,10.8,white,7.0
9.2,0.28,0.49,11.8,42.0,29.0,137.0,998.0,3.1,0.34,10.1,white,4.0
6.2,0.18,0.49,4.5,47.0,17.0,90.0,9.919,3.27,0.37,11.6,white,6.0
5.3,165.0,0.24,1.1,51.0,25.0,105.0,9.925,3.32,0.47,9.1,white,5.0
9.8,0.25,0.74,10.0,56.0,36.0,225.0,9.977,3.06,0.43,10,white,4.0
8.1,0.29,0.49,7.1,42.0,22.0,124.0,9.944,3.14,0.41,10.8,white,6.0
None,0.22,0.49,0.9,52.0,26.0,128.0,991.0,3.25,0.35,11.4,white,6.0
7.2,0.22,0.49,1.0,45.0,34.0,140.0,0.99,3.05,0.34,12.7,white,6.0
7.4,0.25,0.49,1.1,42.0,35.0,156.0,9.917,3.13,0.55,11.3,white,5.0
8.2,0.18,0.49,1.1,33.0,28.0,81.0,9.923,3.0,0.68,10.4,white,7.0
6.1,0.22,0.49,1.5,51.0,18.0,87.0,9.928,3.3,0.46,9.6,white,5.0
7.0,0.39,0.24,1.0,48.0,8.0,119.0,9.923,3.0,0.31,10.1,white,4.0
6.1,0.22,0.49,1.5,51.0,18.0,87.0,9.928,3.3,0.46,9.6,white,5.0
6.5,0.36,0.49,2.9,0.03,16.0,94.0,9.902,3.1,0.49,12.1,white,7.0
7.1,0.29,0.49,1.2,31.0,32.0,99.0,9.893,3.07,0.33,12.2,white,6.0
7.4,0.25,0.49,1.1,42.0,35.0,156.0,9.917,3.13,0.55,11.3,white,5.0
6.9,0.23,0.24,14.2,53.0,19.0,94.0,9.982,3.17,0.5,9.6,white,5.0
8.5,0.56,0.74,17.85,51.0,51.0,243.0,1.2005,2.99,0.7,9.2,white,5.0
8.2,0.18,0.49,1.1,33.0,28.0,81.0,9.923,3.0,0.68,10.4,white,7.0
6.3,0.23,0.49,7.1,0.05,67.0,210.0,9.951,3.23,0.34,9.5,white,5.0
6.1,0.25,0.49,7.6,52.0,67.0,226.0,9.956,3.16,0.47,8.9,white,5.0
7.2,0.26,0.74,13.6,0.05,56.0,162.0,998.0,3.03,0.44,8.8,white,5.0
7.2,0.31,0.24,1.4,57.0,17.0,117.0,9.928,3.16,0.35,10.5,white,5.0
8.0,0.25,0.49,1.2,61.0,27.0,117.0,9.938,3.08,0.34,9.4,white,5.0
7.0,0.18,0.49,5.3,0.04,34.0,125.0,9.914,3.24,0.4,12.2,white,6.0
7.8,0.43,0.49,13.0,33.0,37.0,158.0,9.955,3.14,0.35,11.3,white,6.0
8.3,0.2,0.74,4.45,44.0,33.0,130.0,9.924,3.25,0.42,12.2,white,6.0
6.3,0.27,0.49,1.2,63.0,35.0,92.0,9.911,3.38,0.42,12.2,white,6.0
7.4,0.16,0.49,1.2,55.0,18.0,150.0,9.917,3.23,0.47,11.2,white,6.0
7.4,0.16,0.49,1.2,55.0,18.0,150.0,9.917,3.23,0.47,11.2,white,6.0
6.9,0.19,0.49,6.6,36.0,49.0,172.0,9.932,3.2,0.27,11.5,white,6.0
7.8,0.43,0.49,13.0,33.0,37.0,158.0,9.955,3.14,0.35,11.3,white,6.0
7.2,0.4,0.49,1.1,48.0,11.0,138.0,9.929,3.01,0.42,9.3,white,5.0
7.8,0.43,0.49,13.0,33.0,37.0,158.0,9.955,3.14,0.35,11.3,white,6.0
7.6,0.52,0.49,14.0,34.0,37.0,156.0,9.958,3.14,0.38,11.8,white,7.0
8.3,0.21,0.49,19.8,54.0,50.0,231.0,1.2012,2.99,0.54,9.2,white,5.0
6.9,0.34,0.74,11.2,69.0,44.0,150.0,9.968,3.0,0.81,9.2,white,5.0
6.3,0.27,0.49,1.2,63.0,35.0,92.0,9.911,3.38,0.42,12.2,white,6.0
8.3,0.2,0.74,4.45,44.0,33.0,130.0,9.924,3.25,0.42,12.2,white,6.0
7.1,0.22,0.74,2.7,44.0,42.0,144.0,991.0,3.31,0.41,12.2,white,6.0
7.9,0.11,0.49,4.5,48.0,27.0,133.0,9.946,3.24,0.42,10.6,white,6.0
8.5,0.17,0.74,3.6,0.05,29.0,128.0,9.928,3.28,0.4,12.4,white,6.0
6.4,145.0,0.49,5.4,48.0,54.0,164.0,9.946,3.56,0.44,10.8,white,6.0
7.4,0.16,0.49,1.2,55.0,18.0,150.0,9.917,3.23,0.47,11.2,white,6.0
8.3,0.19,0.49,1.2,51.0,11.0,137.0,9.918,3.06,0.46,11,white,6.0
8.0,0.44,0.49,9.1,31.0,46.0,151.0,9.926,3.16,0.27,12.7,white,8.0
7.0,0.2,0.74,0.8,44.0,19.0,163.0,9.931,3.46,0.53,10.2,white,5.0
6.9,0.19,0.49,6.6,36.0,49.0,172.0,9.932,3.2,0.27,11.5,white,6.0
7.1,0.25,0.49,3.0,0.03,30.0,96.0,9.903,3.13,0.39,12.3,white,7.0
